scenario,condition,day_count,executed_trade_count,b_trade_count,a_trade_count,buy_rejected_count,sell_unresolved_count,review_required_count,no_candidate_count,position_occupied_skip_count,win_rate,avg_account_return,median_account_return,max_profit,max_loss,profit_loss_ratio,initial_equity,final_equity,equity_multiple,max_drawdown,path_conflict_count,limit_down_blocked_trade_count,live_order_enabled,c_trade_count,candidate_return_source_count,audit_or_replay_return_source_count,strict_rank,approx_equity_multiple,approx_executed_trade_count,approx_win_rate,approx_max_drawdown
A_plus_B_plus_C_0972,segment_limit_up_ratio_bucket=2pct_3pct;first_time_detail_bucket=1330_1430,481,111,21,46,0,0,0,249,121,0.6666666666666666,0.043152801605495006,0.02228841203399,0.4980539655009626,-0.11800704531551723,2.299627854059211,500000.0,34625261.51971561,69.25052303943122,-0.15214740524768777,0,2,False,44,0,111,129,1.5800627649885,86,0.5,-0.5994879986667211
A_plus_B_plus_C_2331,market_chain_count_bucket=gte_30;segment_limit_up_count_bucket=20_40;segment_emotion_state_bucket=warming;turnover_rate_bucket=3_6,481,78,25,52,0,0,0,326,77,0.7435897435897436,0.061119236002676144,0.033956075351714646,0.4980539655009626,-0.11800704531551723,2.469455904597123,500000.0,34512524.196928196,69.0250483938564,-0.13636773737941088,0,0,False,1,0,78,158,1.49119753808943,2,1.0,0.0
A_plus_B_plus_C_1299,segment_emotion_state_bucket=climax;amount_ratio_bucket=3_5,481,80,25,52,0,0,0,322,79,0.7375,0.05954040689643075,0.03218377550185595,0.4980539655009626,-0.11800704531551723,2.4168488500756027,500000.0,34187181.1125392,68.3743622250784,-0.136367737379411,0,0,False,3,0,80,178,1.4328524279027466,17,0.5882352941176471,-0.17361986754631054
A_plus_B_plus_C_2599,market_chain_count_bucket=15_30;segment_limit_up_count_bucket=20_40;fd_ratio_bucket=0_5pct_1pct;prev_pct_chg_bucket=0_3;first_time_detail_bucket=1000_1100,481,102,25,47,2,0,0,271,106,0.6764705882352942,0.046882056584226325,0.020490176364643904,0.4980539655009626,-0.11800704531551723,2.4766471427113457,500000.0,34085383.15540482,68.17076631080964,-0.16128784658846407,0,0,False,30,0,102,101,1.6833593243605387,32,0.59375,-0.14052337613931232
A_plus_B_plus_C_0444,market_chain_count_bucket=3_8;turnover_rate_bucket=15_25,481,80,23,51,0,0,0,319,82,0.7375,0.05933575330162233,0.033956075351714646,0.4980539655009626,-0.11800704531551723,2.4292347527698004,500000.0,34035823.62372188,68.07164724744376,-0.13636773737941088,0,0,False,6,0,80,12,2.809664773807569,55,0.6181818181818182,-0.33104497771958563
A_plus_B_plus_C_1051,segment_limit_up_ratio_bucket=2pct_3pct;limit_times_detail_bucket=3,481,88,25,51,2,0,0,303,88,0.7045454545454546,0.05415678294608559,0.02915635420937055,0.4980539655009626,-0.11800704531551723,2.42571352079592,500000.0,33985577.285374865,67.97115457074973,-0.13636773737941088,0,1,False,12,0,88,177,1.4349371717726815,63,0.49206349206349204,-0.4491920511389914
A_plus_B_plus_C_2409,market_chain_count_bucket=gte_30;segment_limit_up_count_bucket=20_40;fd_ratio_bucket=0_5pct_1pct;first_time_detail_bucket=1000_1100,481,81,25,52,1,0,0,319,80,0.7407407407407407,0.05850884888490334,0.0326313425704338,0.4980539655009626,-0.11800704531551723,2.442510282569605,500000.0,33822755.91611862,67.64551183223725,-0.13636773737941088,0,0,False,4,0,81,159,1.4901766142747495,9,0.5555555555555556,-0.05170254872397617
A_plus_B_plus_C_0824,segment_limit_up_count_bucket=10_20;turnover_rate_bucket=15_25,481,90,21,50,1,0,0,294,96,0.6888888888888889,0.053060551624512856,0.027378850010284818,0.4980539655009626,-0.11800704531551723,2.4236795972267933,500000.0,33676811.83566794,67.35362367133588,-0.16437916634117078,0,1,False,19,0,90,69,1.848315678594061,88,0.4772727272727273,-0.5626627474965167
A_plus_B_plus_C_0016,segment_limit_up_count_bucket=40_80,481,90,24,52,0,0,0,301,90,0.6777777777777778,0.05271396338088049,0.02915635420937055,0.4980539655009626,-0.11800704531551723,2.6993763304402285,500000.0,33333705.303421307,66.66741060684261,-0.13636773737941088,0,0,False,14,0,90,136,1.5670192644274454,53,0.49056603773584906,-0.27326719936114774
A_plus_B_plus_C_0803,segment_limit_up_count_bucket=40_80;first_time_detail_bucket=1100_1330,481,90,24,52,0,0,0,301,90,0.6777777777777778,0.05271396338088049,0.02915635420937055,0.4980539655009626,-0.11800704531551723,2.6993763304402285,500000.0,33333705.303421307,66.66741060684261,-0.13636773737941088,0,0,False,14,0,90,105,1.6629967433625648,52,0.4807692307692308,-0.22418904736848067
