signal_date,status,strategy_leg,ts_code,name,buy_date,exit_date,account_return,equity_before,equity_after,blocked_by_leg,blocked_by_code,blocked_until,return_source,peak_equity,drawdown,entry_gate_enabled,l_chain_3_8_enabled
20240708,SKIP_OCCUPIED,,,,,,0.0,803858.1931168633,803858.1931168633,E2,300417.SZ,20240710,,815280.6385522225,-0.014010446090861772,True,False
20240709,SKIP_OCCUPIED,,,,,,0.0,803858.1931168633,803858.1931168633,E2,300417.SZ,20240710,,815280.6385522225,-0.014010446090861772,True,False
20240710,NO_CANDIDATE,,,,,,0.0,803858.1931168633,803858.1931168633,,,,,815280.6385522225,-0.014010446090861772,True,False
20240711,NO_CANDIDATE,,,,,,0.0,803858.1931168633,803858.1931168633,,,,,815280.6385522225,-0.014010446090861772,True,False
20240712,EXECUTED,A,300582.SZ,英飞特,20240715,20240716,0.030048313782005266,803858.1931168633,828012.7763398746,,,,a_audit_dynamic_account_return,828012.7763398746,0.0,True,False
20240715,SKIP_OCCUPIED,,,,,,0.0,828012.7763398746,828012.7763398746,A,300582.SZ,20240716,,828012.7763398746,0.0,True,False
20240716,NO_CANDIDATE,,,,,,0.0,828012.7763398746,828012.7763398746,,,,,828012.7763398746,0.0,True,False
20240717,NO_CANDIDATE,,,,,,0.0,828012.7763398746,828012.7763398746,,,,,828012.7763398746,0.0,True,False
20240718,EXECUTED,E2,002549.SZ,凯美特气,20240719,20240723,-0.020257963152232328,828012.7763398746,811238.9240272038,,,,E2_R1:33;first_time=1100_1330,828012.7763398746,-0.020257963152232383,True,False
20240719,SKIP_OCCUPIED,,,,,,0.0,811238.9240272038,811238.9240272038,E2,002549.SZ,20240723,,828012.7763398746,-0.020257963152232383,True,False
20240722,SKIP_OCCUPIED,,,,,,0.0,811238.9240272038,811238.9240272038,E2,002549.SZ,20240723,,828012.7763398746,-0.020257963152232383,True,False
20240723,NO_CANDIDATE,,,,,,0.0,811238.9240272038,811238.9240272038,,,,,828012.7763398746,-0.020257963152232383,True,False
20240724,NO_CANDIDATE,,,,,,0.0,811238.9240272038,811238.9240272038,,,,,828012.7763398746,-0.020257963152232383,True,False
20240725,NO_CANDIDATE,,,,,,0.0,811238.9240272038,811238.9240272038,,,,,828012.7763398746,-0.020257963152232383,True,False
20240726,NO_CANDIDATE,,,,,,0.0,811238.9240272038,811238.9240272038,,,,,828012.7763398746,-0.020257963152232383,True,False
20240729,NO_CANDIDATE,,,,,,0.0,811238.9240272038,811238.9240272038,,,,,828012.7763398746,-0.020257963152232383,True,False
20240730,NO_CANDIDATE,,,,,,0.0,811238.9240272038,811238.9240272038,,,,,828012.7763398746,-0.020257963152232383,True,False
20240731,NO_CANDIDATE,,,,,,0.0,811238.9240272038,811238.9240272038,,,,,828012.7763398746,-0.020257963152232383,True,False
20240801,NO_CANDIDATE,,,,,,0.0,811238.9240272038,811238.9240272038,,,,,828012.7763398746,-0.020257963152232383,True,False
20240802,EXECUTED,A,300149.SZ,睿智医药,20240805,20240806,0.22545953633360846,811238.9240272038,994140.4756941526,,,,a_audit_dynamic_account_return,994140.4756941526,0.0,True,False
20240805,SKIP_OCCUPIED,,,,,,0.0,994140.4756941526,994140.4756941526,A,300149.SZ,20240806,,994140.4756941526,0.0,True,False
20240806,NO_CANDIDATE,,,,,,0.0,994140.4756941526,994140.4756941526,,,,,994140.4756941526,0.0,True,False
20240807,NO_CANDIDATE,,,,,,0.0,994140.4756941526,994140.4756941526,,,,,994140.4756941526,0.0,True,False
20240808,NO_CANDIDATE,,,,,,0.0,994140.4756941526,994140.4756941526,,,,,994140.4756941526,0.0,True,False
20240809,NO_CANDIDATE,,,,,,0.0,994140.4756941526,994140.4756941526,,,,,994140.4756941526,0.0,True,False
20240812,NO_CANDIDATE,,,,,,0.0,994140.4756941526,994140.4756941526,,,,,994140.4756941526,0.0,True,False
20240813,NO_CANDIDATE,,,,,,0.0,994140.4756941526,994140.4756941526,,,,,994140.4756941526,0.0,True,False
20240814,NO_CANDIDATE,,,,,,0.0,994140.4756941526,994140.4756941526,,,,,994140.4756941526,0.0,True,False
20240815,NO_CANDIDATE,,,,,,0.0,994140.4756941526,994140.4756941526,,,,,994140.4756941526,0.0,True,False
20240816,EXECUTED,E2,603324.SH,盛剑科技,20240819,20240821,-0.06487964002828853,994140.4756941526,929640.9994935645,,,,E2_R1:36;first_time=before_1000,994140.4756941526,-0.0648796400282885,True,False
20240819,SKIP_OCCUPIED,,,,,,0.0,929640.9994935645,929640.9994935645,E2,603324.SH,20240821,,994140.4756941526,-0.0648796400282885,True,False
20240820,SKIP_OCCUPIED,,,,,,0.0,929640.9994935645,929640.9994935645,E2,603324.SH,20240821,,994140.4756941526,-0.0648796400282885,True,False
20240821,NO_CANDIDATE,,,,,,0.0,929640.9994935645,929640.9994935645,,,,,994140.4756941526,-0.0648796400282885,True,False
20240822,NO_CANDIDATE,,,,,,0.0,929640.9994935645,929640.9994935645,,,,,994140.4756941526,-0.0648796400282885,True,False
20240823,EXECUTED,E2,300400.SZ,劲拓股份,20240826,20240828,-0.018369276911669473,929640.9994935645,912564.166545426,,,,E2_R1:33;first_time=1000_1100,994140.4756941526,-0.08205712486634897,True,False
20240826,SKIP_OCCUPIED,,,,,,0.0,912564.166545426,912564.166545426,E2,300400.SZ,20240828,,994140.4756941526,-0.08205712486634897,True,False
20240827,SKIP_OCCUPIED,,,,,,0.0,912564.166545426,912564.166545426,E2,300400.SZ,20240828,,994140.4756941526,-0.08205712486634897,True,False
20240828,NO_CANDIDATE,,,,,,0.0,912564.166545426,912564.166545426,,,,,994140.4756941526,-0.08205712486634897,True,False
20240829,EXECUTED,L,300438.SZ,鹏辉能源,20240830,20240902,0.006221465701834679,912564.166545426,918241.6532083118,,,,L_EXECUTED,994140.4756941526,-0.07634617475246142,True,False
20240830,SKIP_OCCUPIED,,,,,,0.0,918241.6532083118,918241.6532083118,L,300438.SZ,20240902,,994140.4756941526,-0.07634617475246142,True,False
20240902,NO_CANDIDATE,,,,,,0.0,918241.6532083118,918241.6532083118,,,,,994140.4756941526,-0.07634617475246142,True,False
20240903,EXECUTED,L,300068.SZ,南都电源,20240904,20240905,0.05066534264041781,918241.6532083118,964764.6811948145,,,,L_EXECUTED,994140.4756941526,-0.029548937215162385,True,False
20240904,SKIP_OCCUPIED,,,,,,0.0,964764.6811948145,964764.6811948145,L,300068.SZ,20240905,,994140.4756941526,-0.029548937215162385,True,False
20240905,EXECUTED,L,301017.SZ,漱玉平民,20240906,20240909,-0.16369403936784865,964764.6811948145,806838.4534906006,,,,L_EXECUTED,994140.4756941526,-0.18840599169123418,True,False
20240906,SKIP_OCCUPIED,,,,,,0.0,806838.4534906006,806838.4534906006,L,301017.SZ,20240909,,994140.4756941526,-0.18840599169123418,True,False
20240909,EXECUTED,L,300134.SZ,大富科技,20240910,20240911,0.16408538192972938,806838.4534906006,939228.849287198,,,,L_EXECUTED,994140.4756941526,-0.05523527886601021,True,False
20240910,SKIP_OCCUPIED,,,,,,0.0,939228.849287198,939228.849287198,L,300134.SZ,20240911,,994140.4756941526,-0.05523527886601021,True,False
20240911,NO_CANDIDATE,,,,,,0.0,939228.849287198,939228.849287198,,,,,994140.4756941526,-0.05523527886601021,True,False
20240912,NO_CANDIDATE,,,,,,0.0,939228.849287198,939228.849287198,,,,,994140.4756941526,-0.05523527886601021,True,False
20240913,EXECUTED,L,300072.SZ,海新能科,20240918,20240919,-0.02513781079682646,939228.849287198,915618.6921788955,,,,L_EXECUTED,994140.4756941526,-0.078984595673393,True,False
20240918,SKIP_OCCUPIED,,,,,,0.0,915618.6921788955,915618.6921788955,L,300072.SZ,20240919,,994140.4756941526,-0.078984595673393,True,False
20240919,NO_CANDIDATE,,,,,,0.0,915618.6921788955,915618.6921788955,,,,,994140.4756941526,-0.078984595673393,True,False
20240920,EXECUTED,A,300085.SZ,银之杰,20240923,20240924,0.19526530995475133,915618.6921788955,1094407.2599075714,,,,a_audit_dynamic_account_return,1094407.2599075714,0.0,True,False
20240923,SKIP_OCCUPIED,,,,,,0.0,1094407.2599075714,1094407.2599075714,A,300085.SZ,20240924,,1094407.2599075714,0.0,True,False
20240924,EXECUTED,E2,300803.SZ,指南针,20240925,20240926,0.10562749345335536,1094407.2599075714,1210006.755588763,,,,E2_R1:36;first_time=1100_1330,1210006.755588763,0.0,True,False
20240925,SKIP_OCCUPIED,,,,,,0.0,1210006.755588763,1210006.755588763,E2,300803.SZ,20240926,,1210006.755588763,0.0,True,False
20240926,EXECUTED,D→C,002036.SZ,联创电子,20240927,20241008,0.2150482840175758,1210006.755588763,1470216.6320278007,,,,D_T1_RELAY(-0.000388)+C(0.215520),1470216.6320278007,0.0,True,False
20240927,SKIP_OCCUPIED,,,,,,0.0,1470216.6320278007,1470216.6320278007,D→C,002036.SZ,20241008,,1470216.6320278007,0.0,True,False
20240930,SKIP_OCCUPIED,,,,,,0.0,1470216.6320278007,1470216.6320278007,D→C,002036.SZ,20241008,,1470216.6320278007,0.0,True,False
20241008,NO_CANDIDATE,,,,,,0.0,1470216.6320278007,1470216.6320278007,,,,,1470216.6320278007,0.0,True,False
20241009,NO_CANDIDATE,,,,,,0.0,1470216.6320278007,1470216.6320278007,,,,,1470216.6320278007,0.0,True,False
20241010,NO_CANDIDATE,,,,,,0.0,1470216.6320278007,1470216.6320278007,,,,,1470216.6320278007,0.0,True,False
20241011,NO_CANDIDATE,,,,,,0.0,1470216.6320278007,1470216.6320278007,,,,,1470216.6320278007,0.0,True,False
20241014,EXECUTED,D,000801.SZ,四川九洲,20241014,20241016,0.08770565217391312,1470216.6320278007,1599162.9405767329,,,,D_T2_CLOSE;净收益×80%成交压力,1599162.9405767329,0.0,True,False
20241015,SKIP_OCCUPIED,,,,,,0.0,1599162.9405767329,1599162.9405767329,D,000801.SZ,20241016,,1599162.9405767329,0.0,True,False
20241016,EXECUTED,L,920971.BJ,天马新材,20241017,20241021,0.8170904272311454,1599162.9405767329,2905823.6709047905,,,,L_EXECUTED,2905823.6709047905,0.0,True,False
20241017,SKIP_OCCUPIED,,,,,,0.0,2905823.6709047905,2905823.6709047905,L,920971.BJ,20241021,,2905823.6709047905,0.0,True,False
20241018,SKIP_OCCUPIED,,,,,,0.0,2905823.6709047905,2905823.6709047905,L,920971.BJ,20241021,,2905823.6709047905,0.0,True,False
20241021,NO_CANDIDATE,,,,,,0.0,2905823.6709047905,2905823.6709047905,,,,,2905823.6709047905,0.0,True,False
20241022,EXECUTED,D,002229.SZ,鸿博股份,20241022,20241024,0.07772071716357778,2905823.6709047905,3131666.3705584113,,,,D_T2_CLOSE;净收益×80%成交压力,3131666.3705584113,0.0,True,False
20241023,SKIP_OCCUPIED,,,,,,0.0,3131666.3705584113,3131666.3705584113,D,002229.SZ,20241024,,3131666.3705584113,0.0,True,False
20241024,EXECUTED,C,002229.SZ,鸿博股份,20241025,20241029,-0.004631554945054846,3131666.3705584113,3117161.8856935897,,,,c_conservative_daily_replay_fixed_hold3_close,3131666.3705584113,-0.00463155494505485,True,False
20241025,SKIP_OCCUPIED,,,,,,0.0,3117161.8856935897,3117161.8856935897,C,002229.SZ,20241029,,3131666.3705584113,-0.00463155494505485,True,False
20241028,SKIP_OCCUPIED,,,,,,0.0,3117161.8856935897,3117161.8856935897,C,002229.SZ,20241029,,3131666.3705584113,-0.00463155494505485,True,False
20241029,EXECUTED,D,002474.SZ,榕基软件,20241029,20241031,0.011213389830508468,3117161.8856935897,3152115.8370826747,,,,D_T2_CLOSE;净收益×80%成交压力,3152115.8370826747,0.0,True,False
20241030,SKIP_OCCUPIED,,,,,,0.0,3152115.8370826747,3152115.8370826747,D,002474.SZ,20241031,,3152115.8370826747,0.0,True,False
20241031,NO_CANDIDATE,,,,,,0.0,3152115.8370826747,3152115.8370826747,,,,,3152115.8370826747,0.0,True,False
20241101,EXECUTED,D,920726.BJ,朱老六,20241101,20241105,0.4540270648464164,3152115.8370826747,4583261.738649227,,,,D_T2_CLOSE;净收益×80%成交压力,4583261.738649227,0.0,True,False
20241104,SKIP_OCCUPIED,,,,,,0.0,4583261.738649227,4583261.738649227,D,920726.BJ,20241105,,4583261.738649227,0.0,True,False
20241105,NO_CANDIDATE,,,,,,0.0,4583261.738649227,4583261.738649227,,,,,4583261.738649227,0.0,True,False
20241106,NO_CANDIDATE,,,,,,0.0,4583261.738649227,4583261.738649227,,,,,4583261.738649227,0.0,True,False
20241107,NO_CANDIDATE,,,,,,0.0,4583261.738649227,4583261.738649227,,,,,4583261.738649227,0.0,True,False
20241108,EXECUTED,D,688010.SH,福光股份,20241108,20241112,0.13017906474820143,4583261.738649227,5179906.465282799,,,,D_T2_CLOSE;净收益×80%成交压力,5179906.465282799,0.0,True,False
20241111,SKIP_OCCUPIED,,,,,,0.0,5179906.465282799,5179906.465282799,D,688010.SH,20241112,,5179906.465282799,0.0,True,False
20241112,NO_CANDIDATE,,,,,,0.0,5179906.465282799,5179906.465282799,,,,,5179906.465282799,0.0,True,False
20241113,NO_CANDIDATE,,,,,,0.0,5179906.465282799,5179906.465282799,,,,,5179906.465282799,0.0,True,False
20241114,EXECUTED,A,920436.BJ,大地电气,20241115,20241118,0.14664057294372843,5179906.465282799,5939490.917146791,,,,a_audit_dynamic_account_return,5939490.917146791,0.0,True,False
20241115,SKIP_OCCUPIED,,,,,,0.0,5939490.917146791,5939490.917146791,A,920436.BJ,20241118,,5939490.917146791,0.0,True,False
20241118,NO_CANDIDATE,,,,,,0.0,5939490.917146791,5939490.917146791,,,,,5939490.917146791,0.0,True,False
20241119,EXECUTED,C,002366.SZ,融发核电,20241120,20241122,0.17717593848176372,5939490.917146791,6991825.794496185,,,,原B日删除B后按当前A→C重选,6991825.794496185,0.0,True,False
20241120,SKIP_OCCUPIED,,,,,,0.0,6991825.794496185,6991825.794496185,C,002366.SZ,20241122,,6991825.794496185,0.0,True,False
20241121,SKIP_OCCUPIED,,,,,,0.0,6991825.794496185,6991825.794496185,C,002366.SZ,20241122,,6991825.794496185,0.0,True,False
20241122,EXECUTED,E2,300220.SZ,金运激光,20241125,20241126,0.07951313816671145,6991825.794496185,7547767.804931536,,,,E2_R1:25;first_time=before_1000,7547767.804931536,0.0,True,False
20241125,SKIP_OCCUPIED,,,,,,0.0,7547767.804931536,7547767.804931536,E2,300220.SZ,20241126,,7547767.804931536,0.0,True,False
20241126,EXECUTED,E2,002584.SZ,西陇科学,20241127,20241128,-0.026770565934065665,7547767.804931536,7345709.789254598,,,,E2_R1:25;first_time=1100_1330,7547767.804931536,-0.026770565934065682,True,False
20241127,SKIP_OCCUPIED,,,,,,0.0,7345709.789254598,7345709.789254598,E2,002584.SZ,20241128,,7547767.804931536,-0.026770565934065682,True,False
20241128,NO_CANDIDATE,,,,,,0.0,7345709.789254598,7345709.789254598,,,,,7547767.804931536,-0.026770565934065682,True,False
20241129,NO_CANDIDATE,,,,,,0.0,7345709.789254598,7345709.789254598,,,,,7547767.804931536,-0.026770565934065682,True,False
20241202,NO_CANDIDATE,,,,,,0.0,7345709.789254598,7345709.789254598,,,,,7547767.804931536,-0.026770565934065682,True,False
20241203,EXECUTED,D,002599.SZ,盛通股份,20241203,20241205,0.013390733944954132,7345709.789254598,7444074.234679352,,,,D_T2_CLOSE;净收益×80%成交压力,7547767.804931536,-0.013738309515090474,True,False
20241204,SKIP_OCCUPIED,,,,,,0.0,7444074.234679352,7444074.234679352,D,002599.SZ,20241205,,7547767.804931536,-0.013738309515090474,True,False
20241205,EXECUTED,D,301302.SZ,华如科技,20241205,20241209,0.020976335118592253,7444074.234679352,7600223.630473664,,,,D_T2_CLOSE;净收益×80%成交压力,7600223.630473664,0.0,True,False
20241206,SKIP_OCCUPIED,,,,,,0.0,7600223.630473664,7600223.630473664,D,301302.SZ,20241209,,7600223.630473664,0.0,True,False
20241209,EXECUTED,D,603838.SH,四通股份,20241209,20241211,-0.007451538461538491,7600223.630473664,7543590.271774896,,,,D_T2_CLOSE;净收益×80%成交压力,7600223.630473664,-0.007451538461538454,True,False
20241210,SKIP_OCCUPIED,,,,,,0.0,7543590.271774896,7543590.271774896,D,603838.SH,20241211,,7600223.630473664,-0.007451538461538454,True,False
20241211,EXECUTED,D,688787.SH,海天瑞声,20241211,20241213,-0.015200758377425074,7543590.271774896,7428921.978755352,,,,D_T2_CLOSE;净收益×80%成交压力,7600223.630473664,-0.02253902780326955,True,False
20241212,SKIP_OCCUPIED,,,,,,0.0,7428921.978755352,7428921.978755352,D,688787.SH,20241213,,7600223.630473664,-0.02253902780326955,True,False
20241213,NO_CANDIDATE,,,,,,0.0,7428921.978755352,7428921.978755352,,,,,7600223.630473664,-0.02253902780326955,True,False
20241216,EXECUTED,D→C,002173.SZ,创新医疗,20241217,20241219,0.07039956661132307,7428921.978755352,7951914.866449062,,,,D_T1_RELAY(-0.001644)+C(0.072162),7951914.866449062,0.0,True,False
20241217,SKIP_OCCUPIED,,,,,,0.0,7951914.866449062,7951914.866449062,D→C,002173.SZ,20241219,,7951914.866449062,0.0,True,False
20241218,SKIP_OCCUPIED,,,,,,0.0,7951914.866449062,7951914.866449062,D→C,002173.SZ,20241219,,7951914.866449062,0.0,True,False
20241219,EXECUTED,L,300153.SZ,科泰电源,20241220,20241223,0.14776967551462614,7951914.866449062,9126966.74598417,,,,L_EXECUTED,9126966.74598417,0.0,True,False
20241220,SKIP_OCCUPIED,,,,,,0.0,9126966.74598417,9126966.74598417,L,300153.SZ,20241223,,9126966.74598417,0.0,True,False
20241223,NO_CANDIDATE,,,,,,0.0,9126966.74598417,9126966.74598417,,,,,9126966.74598417,0.0,True,False
20241224,NO_CANDIDATE,,,,,,0.0,9126966.74598417,9126966.74598417,,,,,9126966.74598417,0.0,True,False
20241225,NO_CANDIDATE,,,,,,0.0,9126966.74598417,9126966.74598417,,,,,9126966.74598417,0.0,True,False
20241226,EXECUTED,C,600006.SH,东风股份,20241227,20241231,-0.04837475021132685,9126966.74598417,8685452.009460099,,,,c_conservative_daily_replay_fixed_hold3_close,9126966.74598417,-0.04837475021132687,True,False
20241227,SKIP_OCCUPIED,,,,,,0.0,8685452.009460099,8685452.009460099,C,600006.SH,20241231,,9126966.74598417,-0.04837475021132687,True,False
20241230,SKIP_OCCUPIED,,,,,,0.0,8685452.009460099,8685452.009460099,C,600006.SH,20241231,,9126966.74598417,-0.04837475021132687,True,False
20241231,NO_CANDIDATE,,,,,,0.0,8685452.009460099,8685452.009460099,,,,,9126966.74598417,-0.04837475021132687,True,False
20250102,EXECUTED,A,300947.SZ,德必集团,20250103,20250106,-0.030947737818784765,8685452.009460099,8416656.91783369,,,,a_audit_dynamic_account_return,9126966.74598417,-0.07782539894352247,True,False
20250103,SKIP_OCCUPIED,,,,,,0.0,8416656.91783369,8416656.91783369,A,300947.SZ,20250106,,9126966.74598417,-0.07782539894352247,True,False
20250106,EXECUTED,A,920367.BJ,新赣江,20250107,20250108,0.055172066200931305,8416656.91783369,8881021.270494938,,,,a_audit_dynamic_account_return,9126966.74598417,-0.026947120805216884,True,False
20250107,SKIP_OCCUPIED,,,,,,0.0,8881021.270494938,8881021.270494938,A,920367.BJ,20250108,,9126966.74598417,-0.026947120805216884,True,False
20250108,EXECUTED,L,301001.SZ,凯淳股份,20250109,20250110,0.059333553402067446,8881021.270494938,9407963.820312746,,,,L_EXECUTED,9407963.820312746,0.0,True,False
20250109,SKIP_OCCUPIED,,,,,,0.0,9407963.820312746,9407963.820312746,L,301001.SZ,20250110,,9407963.820312746,0.0,True,False
20250110,EXECUTED,L,603283.SH,赛腾股份,20250113,20250114,-0.011623295172041052,9407963.820312746,9298612.279861368,,,,L_EXECUTED,9407963.820312746,-0.01162329517204097,True,False
20250113,SKIP_OCCUPIED,,,,,,0.0,9298612.279861368,9298612.279861368,L,603283.SH,20250114,,9407963.820312746,-0.01162329517204097,True,False
20250114,EXECUTED,D→C,002717.SZ,岭南股份,20250115,20250117,-0.02588019870116065,9298612.279861368,9057962.346413504,,,,D_T1_RELAY(0.002694)+C(-0.028497),9407963.820312746,-0.037202680684586875,True,False
20250115,SKIP_OCCUPIED,,,,,,0.0,9057962.346413504,9057962.346413504,D→C,002717.SZ,20250117,,9407963.820312746,-0.037202680684586875,True,False
20250116,SKIP_OCCUPIED,,,,,,0.0,9057962.346413504,9057962.346413504,D→C,002717.SZ,20250117,,9407963.820312746,-0.037202680684586875,True,False
20250117,NO_CANDIDATE,,,,,,0.0,9057962.346413504,9057962.346413504,,,,,9407963.820312746,-0.037202680684586875,True,False
20250120,NO_CANDIDATE,,,,,,0.0,9057962.346413504,9057962.346413504,,,,,9407963.820312746,-0.037202680684586875,True,False
20250121,EXECUTED,L,301000.SZ,肇民科技,20250122,20250123,-0.06943776919085755,9057962.346413504,8428997.647663765,,,,L_EXECUTED,9407963.820312746,-0.10405717872078701,True,False
20250122,SKIP_OCCUPIED,,,,,,0.0,8428997.647663765,8428997.647663765,L,301000.SZ,20250123,,9407963.820312746,-0.10405717872078701,True,False
20250123,NO_CANDIDATE,,,,,,0.0,8428997.647663765,8428997.647663765,,,,,9407963.820312746,-0.10405717872078701,True,False
20250124,NO_CANDIDATE,,,,,,0.0,8428997.647663765,8428997.647663765,,,,,9407963.820312746,-0.10405717872078701,True,False
20250127,EXECUTED,E2,002691.SZ,冀凯股份,20250205,20250206,0.25471352140716447,8428997.647663765,10575977.320432909,,,,E2_R1:25;first_time=after_1430,10575977.320432909,0.0,True,False
20250205,SKIP_OCCUPIED,,,,,,0.0,10575977.320432909,10575977.320432909,E2,002691.SZ,20250206,,10575977.320432909,0.0,True,False
20250206,EXECUTED,E2,300766.SZ,每日互动,20250207,20250211,0.35178716940561505,10575977.320432909,14296470.445685985,,,,E2_R1:33;first_time=open_auction,14296470.445685985,0.0,True,False
20250207,SKIP_OCCUPIED,,,,,,0.0,14296470.445685985,14296470.445685985,E2,300766.SZ,20250211,,14296470.445685985,0.0,True,False
20250210,SKIP_OCCUPIED,,,,,,0.0,14296470.445685985,14296470.445685985,E2,300766.SZ,20250211,,14296470.445685985,0.0,True,False
20250211,NO_CANDIDATE,,,,,,0.0,14296470.445685985,14296470.445685985,,,,,14296470.445685985,0.0,True,False
20250212,EXECUTED,C,601116.SH,三江购物,20250213,20250217,0.19736404945054956,14296470.445685985,17118079.74569667,,,,c_conservative_daily_replay_fixed_hold3_close,17118079.74569667,0.0,True,False
20250213,SKIP_OCCUPIED,,,,,,0.0,17118079.74569667,17118079.74569667,C,601116.SH,20250217,,17118079.74569667,0.0,True,False
20250214,SKIP_OCCUPIED,,,,,,0.0,17118079.74569667,17118079.74569667,C,601116.SH,20250217,,17118079.74569667,0.0,True,False
